image_path,class,source,orig_width,orig_height,orig_resolution,freq_spectral_entropy,freq_band_ratio_high_mid,freq_band_ratio_high_low,freq_band_ratio_mid_low,freq_high_energy_frac,freq_radial_powerlaw_slope,freq_powerlaw_residual_std,freq_logmag_mean,tex_local_variance_mean,tex_local_variance_std,tex_lbp_entropy,tex_lbp_uniformity,tex_glcm_contrast,tex_glcm_homogeneity,tex_glcm_energy,tex_highpass_energy,tex_autocorr_peak_sharpness,lm_symmetry_score,lm_interocular_over_facewidth,lm_mouthwidth_over_interocular,lm_pose_yaw_proxy,face_bbox_x0,face_bbox_x1,face_bbox_y0,face_bbox_y1,face_size_confound,boundary_margin_px,bnd_boundary_edge_contrast,bnd_ring_texture_diff,bnd_ring_mean_diff,v811_fake_prob,face_bbox_width,face_bbox_height,crop_scale,log_resolution,log_fbw,log_fbh,fake_label,source_group
C:\My_Project\AIGC\AIGuard\unseen\fake_318.jpg,fake,aiguard_unseen,256,256,65536,0.1163541250990159,0.1045682057738304,0.0252984315156936,0.2419323474168777,0.0016118721105158,-3.2105714450256366,0.6811496061650103,1.8035383224487305,325.9300537109375,605.1008911132812,2.1668784132379053,0.1319160334322165,9.72180747922435,0.467524571483596,0.0876441979045896,9.214515686035156,35.97758483886719,0.0453065745532512,0.3944094724284303,0.8325194274794088,-0.0598880797624588,63.99728393554688,162.91226196289062,67.24607849121094,164.97637939453125,0.1926616423480871,59.02362060546875,61.69329071044922,8.956720352172852,11.93083953857422,0.8208314905886027,98.91497802734375,97.73030090332031,0.1926616423480871,11.090354888959125,4.5942606733432845,4.5822116532708,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_688.jpg,fake,aiguard_unseen,256,256,65536,0.1445448797906575,0.1683696955442428,0.019125236198306,0.1135907247662544,0.0010016522137448,-2.9794015255966206,0.2597859059939163,1.2578970193862915,88.17044830322266,194.7437896728516,2.2280372852327224,0.1143589941276604,2.8128517428439523,0.6694345503875635,0.14382976026388,4.173952579498291,31.907997131347656,0.3462278842926025,0.3534530747306973,0.967232837108716,0.7824071645736694,14.529829978942873,156.06353759765625,51.727500915527344,218.2734832763672,0.4697837685851901,5.7265167236328125,,,,0.6044494099468665,141.53370761871338,166.54598236083984,0.4697837685851901,11.090354888959125,4.952537905100941,5.115271441627866,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_306.jpg,fake,aiguard_unseen,256,256,65536,0.0874452262398871,0.1224606558680534,0.0425738953053951,0.3476536571979522,0.0014859104994684,-3.00184061840194,0.683265549421617,1.6623904705047607,206.7989044189453,388.0520935058594,2.222946126397584,0.116812267883377,6.395787453831945,0.5442994364486873,0.1063684159045773,7.570015907287598,352.85223388671875,0.0530701577663421,0.4659765302060237,1.0714919600470154,-0.0996271446347236,60.72615814208984,161.56202697753906,39.91366958618164,158.63214111328125,0.2385817965412075,39.91366958618164,59.8531608581543,3.3903961181640625,2.547088623046875,0.8009074415504784,100.83586883544922,118.71847152709961,0.2385817965412075,11.090354888959125,4.613494133962174,4.77675490473292,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_158.jpg,fake,aiguard_unseen,256,256,65536,0.2153783769424911,0.1176711469888687,0.0067234514281153,0.0571376383304595,0.0009703282266855,-3.684391654384808,0.7911687962841706,1.130070686340332,150.80873107910156,350.1301574707031,2.078435004860386,0.1531467048489317,4.85063798476454,0.5855488626765782,0.1362959926081378,5.011730194091797,46.73581314086914,0.2364293932914734,0.3203124920173235,0.8785281570724104,-0.4875877201557159,51.94621276855469,186.74896240234372,30.94970703125,181.7841033935547,0.4052314128067495,30.94970703125,39.19377517700195,17.307659149169922,33.43492889404297,0.830839215247483,134.80274963378903,150.8343963623047,0.4052314128067495,11.090354888959125,4.903812596146946,5.016182522152923,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_229.jpg,fake,aiguard_unseen,256,256,65536,0.1361943418816523,0.1157859340310096,0.0119794812053442,0.103462316095829,0.0007057340699248,-3.553315213087397,0.7363634943351461,1.3139629364013672,178.8954620361328,516.0010986328125,2.21252981312642,0.1186548905886992,5.666709949215134,0.606679955554192,0.1159341311865892,5.835768222808838,33.55213928222656,0.0630117282271385,0.4500555734323994,0.8563759703177087,-0.1424282491207122,63.06483459472656,161.1136474609375,41.57820892333984,158.19677734375,0.2278840918323144,41.57820892333984,56.20185089111328,10.716766357421877,17.471221923828125,0.7993064352261285,98.04881286621094,116.61856842041016,0.2278840918323144,11.090354888959125,4.585465445136229,4.758908510126228,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_315.jpg,fake,aiguard_unseen,256,256,65536,0.1517480743984274,0.1079054847359657,0.0101473731920123,0.0940394550561904,0.0010897050378844,-3.428116230766597,0.576116783889088,1.7835025787353516,410.1476135253906,1301.1846923828125,2.2078451597446787,0.119796773584025,12.739398372576158,0.5885195001697505,0.1024270186860695,7.905360221862793,33.890625,0.076889157295227,0.3984948471328545,1.091224156660793,-0.1131066009402275,64.94119262695312,157.85626220703125,37.08028030395508,156.05535888671875,0.2203160416297183,37.08028030395508,82.3970718383789,31.60477828979492,16.787887573242188,0.7892317355160117,92.91506958007812,118.97507858276367,0.2203160416297183,11.090354888959125,4.531685845582656,4.778914047505075,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_132.jpg,fake,aiguard_unseen,256,256,65536,0.1808141671098672,0.1366629302501678,0.0292411800473928,0.2139656990766525,0.0033380221575498,-2.9061921277319254,0.3999580531643839,2.0483527183532715,441.9346008300781,654.9461059570312,2.2270938120429675,0.1166294380705935,13.462837315327764,0.4002085508574948,0.0706749755333213,11.694031715393066,50.86354446411133,0.2716637253761291,0.4046031377781412,0.8990853966462108,-0.5955595374107361,68.22008514404297,158.14065551757812,47.94236373901367,164.38360595703125,0.2086747232789999,47.94236373901367,95.82925415039062,4.833461761474609,12.807647705078123,0.1464920623599219,89.92057037353516,116.44124221801758,0.2086747232789999,11.090354888959125,4.4989267292473185,4.757386787130526,1,aiguard_unseen
C:\My_Project\AIGC\lfw\Andy_Dick\Andy_Dick_0001.jpg,real,lfw,250,250,62500,0.2779682504737432,0.0449241064488887,0.0045479424297809,0.1012361198663711,0.0007556580821983,-4.307590120904872,1.18312759461126,0.7633392810821533,245.34490966796875,490.3749084472656,2.040192139402857,0.1538479593285715,8.134180228531845,0.6080575517134019,0.2907984344759727,6.313828945159912,20.255739212036133,0.276705652475357,0.3026139661457584,0.7774277375927876,0.5876522064208984,41.365718841552734,134.7061767578125,65.98916625976562,166.6666259765625,0.1872863558635925,41.365718841552734,68.99260711669922,6.875778198242188,11.790916442871094,,93.34045791625977,100.67745971679688,0.1872863558635925,11.042921835724492,4.536253646404855,4.611921938689335,0,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\Real_74.jpg,real,aiguard_unseen_real,270,270,72900,0.0846352759883966,0.1797701865434646,0.0232214611023664,0.1291730254888534,0.0012603197246789,-2.9285652631797845,0.3022176661317581,1.923697829246521,339.8968505859375,715.073974609375,2.2328211701841663,0.1142357965649688,10.291482860110792,0.5400391975284753,0.1158395634249705,8.542463302612305,42.75046920776367,0.0216595474630594,0.4319184152672203,0.9355100429137224,0.0182355474680662,41.799163818359375,184.41329956054688,44.84163665771485,212.6110076904297,0.4768471750207472,11.388992309570312,81.36870574951172,0.8003578186035156,8.320404052734375,,142.6141357421875,167.76937103271484,0.4768471750207472,11.19684391799675,4.960142631694119,5.122590244789854,0,aiguard_unseen
C:\My_Project\AIGC\lfw\Mark_Kelly\Mark_Kelly_0001.jpg,real,lfw,250,250,62500,0.1745680685071606,0.0724290162324905,0.0075893052853643,0.1047826632857322,0.0006168495165184,-4.019872125408929,1.0371984239347392,0.5811585187911987,120.69319152832033,299.5162048339844,1.9743984863468496,0.1757762302015782,4.0868034395198505,0.623765353500676,0.1401039482399696,4.489048004150391,22.45005226135254,0.2247390896081924,0.4296805950261246,0.8253467524708797,0.3714269995689392,50.07884216308594,148.79652404785156,63.82565307617188,177.34243774414062,0.2233361335585534,46.657562255859375,46.64589691162109,21.126876831054688,31.465133666992188,,98.71768188476562,113.51678466796875,0.2233361335585534,11.042921835724492,4.59226407816304,4.7319507085250825,0,aiguard_unseen
