id,path,fake_label,filter_attr,ftype,source,used_in_v815_training,source_stem,l1_p_real,l1_p_manip,cellc_p_fake,cellc_p_filter,v816_p_fake,v816_p_filter
repl0001_clean,C:\My_Project\AIGC\v815_replication_set\repl0001_clean.jpg,1,0,none,DF40-cdf-DiT,False,27001,0.1190691888332367,0.8809307813644409,0.9998925924301147,0.02618108130991459,0.9997223019599915,0.14525197446346283
repl0001_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0001_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-DiT,False,27001,0.09709549695253372,0.9029045701026917,0.99991774559021,0.05816831439733505,0.9998241066932678,0.7031962871551514
repl0001_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0001_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-DiT,False,27001,0.11341821402311325,0.8865817785263062,0.9999582767486572,0.016279323026537895,0.9998841285705566,0.1357731968164444
repl0001_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0001_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-DiT,False,27001,0.153361514210701,0.8466385006904602,0.9997397065162659,0.03871920704841614,0.999387264251709,0.1623035967350006
repl0001_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0001_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-DiT,False,27001,0.09752129018306732,0.9024786949157715,0.9996803998947144,0.039415594190359116,0.9991857409477234,0.2209072858095169
repl0002_clean,C:\My_Project\AIGC\v815_replication_set\repl0002_clean.jpg,1,0,none,DF40-cdf-DiT,False,27935,0.11366771161556244,0.8863323330879211,0.9999765157699585,0.011540631763637066,0.9999279975891113,0.19079843163490295
repl0002_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0002_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-DiT,False,27935,0.11638905107975006,0.8836109042167664,0.9993144273757935,0.07746966183185577,0.998138427734375,0.8701320290565491
repl0002_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0002_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-DiT,False,27935,0.12348594516515732,0.8765140771865845,0.9999396800994873,0.012997187674045563,0.9998047947883606,0.2739826440811157
repl0002_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0002_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-DiT,False,27935,0.11935734748840332,0.8806426525115967,0.9999442100524902,0.014893722720444202,0.9998277425765991,0.24582456052303314
repl0002_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0002_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-DiT,False,27935,0.12243989109992981,0.8775601387023926,0.9999250173568726,0.017364677041769028,0.9997991919517517,0.3255285322666168
repl0003_clean,C:\My_Project\AIGC\v815_replication_set\repl0003_clean.jpg,1,0,none,DF40-cdf-DiT,False,5576,0.11540441960096359,0.884595513343811,0.999808132648468,0.028564143925905228,0.9995162487030029,0.3642280399799347
repl0003_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0003_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-DiT,False,5576,0.11107008904218674,0.8889298439025879,0.9995342493057251,0.2956448793411255,0.9994112253189087,0.9013195633888245
repl0003_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0003_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-DiT,False,5576,0.11557931452989578,0.8844206929206848,0.9996891021728516,0.045419685542583466,0.9992856383323669,0.441749632358551
repl0003_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0003_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-DiT,False,5576,0.11257067322731018,0.8874292969703674,0.9997747540473938,0.04359443485736847,0.999506950378418,0.48211386799812317
repl0003_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0003_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-DiT,False,5576,0.11495289206504822,0.8850470781326294,0.9997649788856506,0.045350223779678345,0.9994638562202454,0.5363773703575134
repl0004_clean,C:\My_Project\AIGC\v815_replication_set\repl0004_clean.jpg,1,0,none,DF40-cdf-SiT,False,9691,0.09973336011171341,0.9002666473388672,0.9998995065689087,0.037336740642786026,0.9997678399085999,0.2636951506137848
repl0004_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0004_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-SiT,False,9691,0.10520011186599731,0.8947998285293579,0.9998273849487305,0.03038872964680195,0.9993929862976074,0.6637875437736511
repl0004_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0004_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-SiT,False,9691,0.10860487073659897,0.8913951516151428,0.9999147653579712,0.03961598873138428,0.9997944235801697,0.2724466621875763
repl0004_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0004_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-SiT,False,9691,0.09939020127058029,0.9006098508834839,0.9998863935470581,0.047895558178424835,0.9997549653053284,0.34963223338127136
repl0004_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0004_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-SiT,False,9691,0.09404896944761276,0.9059510231018066,0.9998955726623535,0.04451059550046921,0.9997766613960266,0.31579816341400146
repl0005_clean,C:\My_Project\AIGC\v815_replication_set\repl0005_clean.jpg,1,0,none,DF40-cdf-pixart,False,Celeb-real_id54_0008_089,0.09174787998199463,0.9082520604133606,0.9999842643737793,0.0014284892240539193,0.999943733215332,0.09397780150175095
repl0005_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0005_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-pixart,False,Celeb-real_id54_0008_089,0.09106435626745224,0.9089356660842896,0.9999830722808838,0.0014069724129512906,0.9999386072158813,0.08596418797969818
repl0005_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0005_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-pixart,False,Celeb-real_id54_0008_089,0.08953137695789337,0.9104686379432678,0.9999804496765137,0.0020358494948595762,0.9999346733093262,0.11563640832901001
repl0005_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0005_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-pixart,False,Celeb-real_id54_0008_089,0.09350369870662689,0.9064962863922119,0.9999817609786987,0.0015164301730692387,0.9999358654022217,0.09148622304201126
repl0005_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0005_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-pixart,False,Celeb-real_id54_0008_089,0.09136824309825897,0.9086317420005798,0.9999855756759644,0.0014405038673430681,0.9999500513076782,0.0961223766207695
repl0006_clean,C:\My_Project\AIGC\v815_replication_set\repl0006_clean.jpg,1,0,none,DF40-cdf-ddim,False,YouTube-real_00025_121,0.1304812729358673,0.8695186972618103,0.9998621940612793,0.08888435363769531,0.9998390674591064,0.3509693145751953
repl0006_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0006_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-ddim,False,YouTube-real_00025_121,0.1154583990573883,0.8845416307449341,0.9998573064804077,0.27604174613952637,0.999826967716217,0.8827972412109375
repl0006_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0006_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-ddim,False,YouTube-real_00025_121,0.13621114194393158,0.863788902759552,0.9999020099639893,0.05237589403986931,0.9998688697814941,0.34472447633743286
repl0006_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0006_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-ddim,False,YouTube-real_00025_121,0.13100555539131165,0.8689944744110107,0.9998403787612915,0.1471429467201233,0.9998273253440857,0.5130656361579895
repl0006_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0006_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-ddim,False,YouTube-real_00025_121,0.12507259845733643,0.8749274015426636,0.9998824596405029,0.16953685879707336,0.9998775720596313,0.5841203331947327
repl0007_clean,C:\My_Project\AIGC\v815_replication_set\repl0007_clean.jpg,1,0,none,DF40-cdf-pixart,False,YouTube-real_00012_025,0.08980376273393631,0.9101962447166443,0.9999061822891235,0.01356084831058979,0.9998196959495544,0.33858609199523926
repl0007_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0007_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-pixart,False,YouTube-real_00012_025,0.09237430989742279,0.907625675201416,0.9999326467514038,0.010157482698559761,0.9998602867126465,0.3493029475212097
repl0007_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0007_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-pixart,False,YouTube-real_00012_025,0.08138737827539444,0.9186126589775085,0.9999246597290039,0.013412381522357464,0.9998587369918823,0.3863486647605896
repl0007_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0007_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-pixart,False,YouTube-real_00012_025,0.08396165817975998,0.9160383343696594,0.9999165534973145,0.015439173206686974,0.9998533725738525,0.35550060868263245
repl0007_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0007_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-pixart,False,YouTube-real_00012_025,0.08799834549427032,0.9120016694068909,0.9999245405197144,0.011327950283885002,0.9998561143875122,0.29615604877471924
repl0008_clean,C:\My_Project\AIGC\v815_replication_set\repl0008_clean.jpg,1,0,none,DF40-cdf-pixart,False,Celeb-real_id52_0005_343,0.10777150094509125,0.8922284841537476,0.9999768733978271,0.05408606305718422,0.9999740123748779,0.5633305311203003
repl0008_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0008_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-pixart,False,Celeb-real_id52_0005_343,0.10636722296476364,0.8936328291893005,0.9999845027923584,0.021912988275289536,0.9999781847000122,0.5341909527778625
repl0008_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0008_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-pixart,False,Celeb-real_id52_0005_343,0.09540662914514542,0.9045933485031128,0.9999758005142212,0.03730461001396179,0.9999692440032959,0.5890007615089417
repl0008_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0008_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-pixart,False,Celeb-real_id52_0005_343,0.10458167642354965,0.8954182863235474,0.9999736547470093,0.06501438468694687,0.9999701976776123,0.6488679647445679
repl0008_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0008_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-pixart,False,Celeb-real_id52_0005_343,0.10710513591766357,0.8928948640823364,0.9999799728393555,0.06915444880723953,0.999981164932251,0.5954643487930298
repl0009_clean,C:\My_Project\AIGC\v815_replication_set\repl0009_clean.jpg,1,0,none,DF40-cdf-SiT,False,20610,0.1181919053196907,0.8818081021308899,0.9997230172157288,0.06255925446748734,0.9994457364082336,0.3227655291557312
repl0009_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0009_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-SiT,False,20610,0.11190647631883621,0.8880935311317444,0.9995940327644348,0.3932633697986603,0.999477207660675,0.9405902624130249
repl0009_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0009_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-SiT,False,20610,0.11354217678308487,0.8864578008651733,0.999599039554596,0.06807217746973038,0.9991897940635681,0.3630882501602173
repl0009_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0009_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-SiT,False,20610,0.11296916753053665,0.887030839920044,0.9996047616004944,0.09535299986600876,0.9992528557777405,0.4648248255252838
repl0009_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0009_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-SiT,False,20610,0.11276257783174515,0.8872374296188354,0.9997988343238831,0.06280898302793503,0.999610960483551,0.346028208732605
repl0010_clean,C:\My_Project\AIGC\v815_replication_set\repl0010_clean.jpg,1,0,none,DF40-cdf-DiT,False,4573,0.12236841768026352,0.8776316046714783,0.9998824596405029,0.008039315231144428,0.9996545314788818,0.10973311960697174
repl0010_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0010_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-DiT,False,4573,0.12244804948568344,0.8775519728660583,0.9999343156814575,0.015956589952111244,0.9998160004615784,0.6930500864982605
repl0010_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0010_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-DiT,False,4573,0.11846310645341873,0.8815369009971619,0.9999041557312012,0.005664171651005745,0.9997016787528992,0.0774318054318428
repl0010_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0010_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-DiT,False,4573,0.12052365392446518,0.8794763088226318,0.9998694658279419,0.008769566193223,0.9996252059936523,0.10859951376914978
repl0010_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0010_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-DiT,False,4573,0.11943036317825317,0.8805696964263916,0.999902606010437,0.007913039065897465,0.9997242093086243,0.12241645157337189
repl0011_clean,C:\My_Project\AIGC\v815_replication_set\repl0011_clean.jpg,1,0,none,DF40-cdf-sd2.1,False,Celeb-real_id22_0003_193,0.12508291006088257,0.8749170899391174,0.9999289512634277,0.009855271317064762,0.9995083808898926,0.590143620967865
repl0011_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0011_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-sd2.1,False,Celeb-real_id22_0003_193,0.12815433740615845,0.8718456625938416,0.9998559951782227,0.014707524329423904,0.999083399772644,0.664512038230896
repl0012_clean,C:\My_Project\AIGC\v815_replication_set\repl0012_clean.jpg,1,0,none,DF40-cdf-DiT,False,8535,0.11877238005399704,0.8812275528907776,0.9998641014099121,0.04961078241467476,0.9997164607048035,0.36446067690849304
repl0012_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0012_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-DiT,False,8535,0.10373631119728088,0.8962637186050415,0.9997308850288391,0.12373200058937073,0.9993236064910889,0.9464762806892395
repl0012_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0012_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-DiT,False,8535,0.10701209306716919,0.8929879069328308,0.9998339414596558,0.07105827331542969,0.9996751546859741,0.4340772032737732
repl0012_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0012_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-DiT,False,8535,0.11607466638088226,0.8839253187179565,0.9998732805252075,0.04697095602750778,0.9997294545173645,0.37035778164863586
repl0012_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0012_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-DiT,False,8535,0.10836518555879593,0.8916347622871399,0.9998708963394165,0.09066062420606613,0.9997864365577698,0.5352347493171692
repl0013_clean,C:\My_Project\AIGC\v815_replication_set\repl0013_clean.jpg,1,0,none,DF40-cdf-SiT,False,4835,0.10953068733215332,0.8904693126678467,0.9995742440223694,0.07472212612628937,0.998978853225708,0.4145668148994446
repl0013_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0013_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-SiT,False,4835,0.13326063752174377,0.8667393922805786,0.9997863173484802,0.034753695130348206,0.9994134902954102,0.6749478578567505
repl0013_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0013_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-SiT,False,4835,0.11103193461894989,0.8889679908752441,0.9998339414596558,0.025609785690903664,0.9995113611221313,0.2263030856847763
repl0013_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0013_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-SiT,False,4835,0.11141424626111984,0.8885856866836548,0.9993070363998413,0.08894215524196625,0.998491644859314,0.38699015974998474
repl0013_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0013_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-SiT,False,4835,0.10437417775392532,0.8956258296966553,0.999548614025116,0.07899098098278046,0.9989142417907715,0.4793716073036194
