base_id,source,source_stem,resolution_condition,filter_type,output_path,output_sha256,l1_p_real,l1_p_manip,cellc_p_fake,cellc_p_filter,v816_p_fake,v816_p_filter
repl0001_clean,DF40-cdf-DiT,27001,native,clean,C:\My_Project\AIGC\v815_replication_set\repl0001_clean.jpg,fcb579cb9ca826bc8939e403a39c92c511bbd611da0e96d4a70d3d5322d5ab03,0.1190691888332367,0.8809307813644409,0.9998925924301147,0.02618108130991459,0.9997223019599915,0.14525197446346283
repl0001_clean,DF40-cdf-DiT,27001,canonical_256,clean,C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical256_clean.png,ba1a9a2ff724368f81fac2b8180c629e768b2742a1b3c1656534147a7e5c07dd,0.1190691888332367,0.8809307813644409,0.9998925924301147,0.02618108130991459,0.9997223019599915,0.14525197446346283
repl0001_clean,DF40-cdf-DiT,27001,canonical_256,smoothing_medium,C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical256_smoothing_medium.png,716d68cccb1d3a2f0fcd1dd844b455e9b2e21a9d189c4a12a8d2a4bfc927f40e,0.09805262088775635,0.9019473195075989,0.9999017715454102,0.03038054145872593,0.9997463822364807,0.6888008117675781
repl0001_clean,DF40-cdf-DiT,27001,canonical_256,whitening_medium,C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical256_whitening_medium.png,5ff0aa0ed24956b5bb02e484ce8f9d1f29c69b55e64915776c9c10ccfdc2fc85,0.1105770468711853,0.8894230127334595,0.9999029636383057,0.02447585016489029,0.9997465014457703,0.17523273825645447
repl0001_clean,DF40-cdf-DiT,27001,canonical_256,eye_enlarging,C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical256_eye_enlarging.png,d44efe58f026052bfcbe91a0dd4a3edc2f12442c7370a257a4104e57f42a8e7f,0.11917302757501602,0.8808268904685974,0.9997676014900208,0.04287810996174812,0.9994648098945618,0.21081095933914185
repl0001_clean,DF40-cdf-DiT,27001,canonical_256,face_reshaping,C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical256_face_reshaping.png,c08226cea3d4347d05bbb7499e1aa56ea076947d9022f52b3973b46ec34729b0,0.09425690770149231,0.9057430624961853,0.9998300075531006,0.019306998699903488,0.9995290040969849,0.14983998239040375
repl0001_clean,DF40-cdf-DiT,27001,canonical_512,clean,C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical512_clean.png,1119294546f2b63b4b7a5390dc762468ec2e2fa07c2061166b4be20299a016b3,0.10269282758235931,0.8973071575164795,0.999945878982544,0.008666172623634338,0.9998624324798584,0.09627660363912582
repl0001_clean,DF40-cdf-DiT,27001,canonical_512,smoothing_medium,C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical512_smoothing_medium.png,5952278b96a9f9bcc17c1aaa8d0649e5d4a151b3141caf9df987e06327afcf01,0.10136096924543381,0.8986389636993408,0.9999306201934814,0.006532131694257259,0.9997981190681458,0.23350964486598969
repl0001_clean,DF40-cdf-DiT,27001,canonical_512,whitening_medium,C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical512_whitening_medium.png,2e84b8ace3f70e6ec23c679fe31afb5431d81dc76d29bbaea7c464ae93c3fc0d,0.09854595363140106,0.9014540910720825,0.9999492168426514,0.009901681914925575,0.999862551689148,0.12258075177669525
repl0001_clean,DF40-cdf-DiT,27001,canonical_512,eye_enlarging,C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical512_eye_enlarging.png,dbe7d9b5329319657a465eb8275e3afdc93c2b4026e39314f97fad91688a1a24,0.09892178326845169,0.9010781645774841,0.999935507774353,0.009565766900777817,0.999833345413208,0.10864667594432831
repl0001_clean,DF40-cdf-DiT,27001,canonical_512,face_reshaping,C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical512_face_reshaping.png,79b7cab6ec779a50c482421126510859a2c79305739cb9a783a59a1aa33add4c,0.10448607802391052,0.8955138921737671,0.9999281167984009,0.008130882866680622,0.9998134970664978,0.09372945129871368
repl0001_clean,DF40-cdf-DiT,27001,canonical_1024,clean,C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical1024_clean.png,2ba5cb06fb3acf7e134ace5607186fea2783cf282cf3139aae4fe31b46a68dec,0.09494522213935852,0.9050548076629639,0.9999455213546753,0.010044338181614876,0.9998592138290405,0.113151416182518
repl0001_clean,DF40-cdf-DiT,27001,canonical_1024,smoothing_medium,C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0001_clean_canonical1024_smoothing_medium.png,8e8bb01c32905c05e88c8b467ce383736f658a185abad342d2a188b54104b3b9,0.0947238951921463,0.9052761197090149,0.9999457597732544,0.004185112658888102,0.9998509883880615,0.09488260746002197
